flag,Bin,Actual_Count,Expected_Count,SOVEREIGNT
SLV,787.5,0,0.37500016196011915,El Salvador
SLV,812.5,0,0.33536805744258874,El Salvador
SLV,837.5,0,0.299924494338704,El Salvador
SLV,862.5,0,0.2682268042767446,El Salvador
SLV,887.5,0,0.23987910254260675,El Salvador
SLV,912.5,0,0.21452734372244894,El Salvador
SLV,937.5,0,0.19185489989245855,El Salvador
SLV,962.5,0,0.17157860613036924,El Salvador
SLV,987.5,0,0.15344522395905733,El Salvador
SLV,1012.5,0,0.13722827855327963,El Salvador
SLV,1037.5,1,0.12272523020804202,El Salvador
SLV,1062.5,0,0.10975494474171517,El Salvador
SLV,1087.5,0,0.0981554312412974,El Salvador
SLV,1112.5,0,0.08778181889513392,El Salvador
SLV,1137.5,0,0.07850454764543172,El Salvador
SLV,1162.5,0,0.07020775006239706,El Salvador
SLV,1187.5,0,0.06278780423127096,El Salvador
NAM,62.5,76,22.589229679045502,Namibia
NAM,87.5,3,16.724025150598603,Namibia
NAM,112.5,2,12.381697880441983,Namibia
NAM,137.5,0,9.166838785640907,Namibia
NAM,162.5,1,6.78670519450044,Namibia
NAM,187.5,0,5.024563917193268,Namibia
NAM,212.5,0,3.7199556831227616,Namibia
NAM,237.5,0,2.7540838394045535,Namibia
NAM,262.5,1,2.0389968162475816,Namibia
NAM,287.5,0,1.5095793225984941,Namibia
NAM,312.5,1,1.1176229962980853,Namibia
NAM,337.5,1,0.8274365865745009,Namibia
NAM,362.5,0,0.6125959353644529,Namibia
NAM,387.5,0,0.45353781318595315,Namibia
NAM,412.5,0,0.3357785060508455,Namibia
NAM,437.5,0,0.24859493927027534,Namibia
NAM,462.5,0,0.18404824227027763,Namibia
NAM,487.5,0,0.13626084095761257,Namibia
NAM,512.5,1,0.1008812502061866,Namibia
NAM,537.5,0,0.07468783086646211,Namibia
NAM,562.5,1,0.05529542970706732,Namibia
NAM,587.5,0,0.040938189140285075,Namibia
NAM,612.5,0,0.030308749547011588,Namibia
NAM,637.5,0,0.0224392020847711,Namibia
NAM,662.5,0,0.016612951630351033,Namibia
NAM,687.5,0,0.012299464162325099,Namibia
NAM,712.5,0,0.009105956728585432,Namibia
NAM,737.5,0,0.006741630923795642,Namibia
NAM,762.5,0,0.004991193003377898,Namibia
NAM,787.5,0,0.003695249395659452,Namibia
NAM,812.5,0,0.002735792442197628,Namibia
NAM,837.5,0,0.0020254547082732134,Namibia
NAM,862.5,0,0.0014995533696493008,Namibia
NAM,887.5,0,0.0011102002425420925,Namibia
NAM,912.5,0,0.0008219411215954494,Namibia
NAM,937.5,0,0.0006085273462324836,Namibia
NAM,962.5,0,0.0004505256172017743,Namibia
NAM,987.5,0,0.00033354841488925774,Namibia
NAM,1012.5,0,0.00024694388248222316,Namibia
NAM,1037.5,0,0.00018282587588970805,Namibia
NAM,1062.5,0,0.000135355857192087,Namibia
NAM,1087.5,0,0.00010021124190682837,Namibia
NAM,1112.5,0,7.419178758562341e-05,Namibia
NAM,1137.5,0,5.4928182111253154e-05,Namibia
NAM,1162.5,0,4.066629594213383e-05,Namibia
NAM,1187.5,0,3.010745233751427e-05,Namibia
FLK,62.5,3,7.4357462235975955,United Kingdom
FLK,87.5,2,6.614301153780119,United Kingdom
FLK,112.5,2,5.883603129711214,United Kingdom
FLK,137.5,0,5.233627103320469,United Kingdom
FLK,162.5,2,4.655455518114641,United Kingdom
FLK,187.5,4,4.141155961874602,United Kingdom
FLK,212.5,39,3.6836723353581946,United Kingdom
FLK,237.5,6,3.276728043862595,United Kingdom
FLK,262.5,2,2.914739883451532,United Kingdom
FLK,287.5,1,2.5927414403815994,United Kingdom
FLK,312.5,2,2.3063149527812095,United Kingdom
FLK,337.5,1,2.0515306997366225,United Kingdom
FLK,362.5,0,1.824893086213757,United Kingdom
FLK,387.5,1,1.6232926841106008,United Kingdom
FLK,412.5,0,1.4439635714518462,United Kingdom
FLK,437.5,1,1.2844453844270034,United Kingdom
FLK,462.5,1,1.1425495616326526,United Kingdom
FLK,487.5,0,1.0163293173958663,United Kingdom
FLK,512.5,0,0.904052932217961,United Kingdom
FLK,537.5,0,0.8041799938882886,United Kingdom
FLK,562.5,0,0.7153402633002599,United Kingdom
FLK,587.5,0,0.6363148750123707,United Kingdom
FLK,612.5,0,0.5660196146292862,United Kingdom
FLK,637.5,0,0.5034900435713483,United Kingdom
FLK,662.5,0,0.44786826714743305,United Kingdom
FLK,687.5,0,0.3983911643909735,United Kingdom
FLK,712.5,0,0.35437991817478487,United Kingdom
FLK,737.5,0,0.31523070195985153,United Kingdom
FLK,762.5,0,0.2804063954015973,United Kingdom
FLK,787.5,0,0.24942921515342717,United Kingdom
FLK,812.5,0,0.22187415976357314,United Kingdom
FLK,837.5,0,0.19736317872990689,United Kingdom
FLK,862.5,0,0.17555998571390247,United Kingdom
FLK,887.5,0,0.1561654447511815,United Kingdom
FLK,912.5,0,0.13891346615896472,United Kingdom
FLK,937.5,0,0.12356735583240454,United Kingdom
FLK,962.5,0,0.10991656784333993,United Kingdom
FLK,987.5,0,0.09777381578711346,United Kingdom
FLK,1012.5,0,0.08697250324624951,United Kingdom
FLK,1037.5,0,0.07736443811694935,United Kingdom
FLK,1062.5,0,0.06881779943948649,United Kingdom
FLK,1087.5,0,0.06121532883797684,United Kingdom
FLK,1112.5,0,0.054452721756031996,United Kingdom
FLK,1137.5,0,0.048437196416728716,United Kingdom
FLK,1162.5,0,0.04308622087294235,United Kingdom
FLK,1187.5,0,0.03832638068356035,United Kingdom
MYS,62.5,0,3.9866691297391834,Malaysia
MYS,87.5,3,3.7539427157554695,Malaysia
MYS,112.5,2,3.534801974924737,Malaysia
MYS,137.5,1,3.328453827888855,Malaysia
MYS,162.5,1,3.134151492213044,Malaysia
MYS,187.5,1,2.9511917797494793,Malaysia
MYS,212.5,1,2.778912551770445,Malaysia
MYS,237.5,6,2.6166903226610585,Malaysia
MYS,262.5,2,2.4639380034991456,Malaysia
MYS,287.5,4,2.3201027773563507,Malaysia
MYS,312.5,5,2.1846640986308024,Malaysia
MYS,337.5,1,2.057131809171266,Malaysia
MYS,362.5,2,1.9370443643745574,Malaysia
MYS,387.5,2,1.823967162836693,Malaysia
MYS,412.5,2,1.717490973512508,Malaysia
MYS,437.5,5,1.617230454691589,Malaysia
MYS,462.5,3,1.5228227594308885,Malaysia
MYS,487.5,0,1.433926222396654,Malaysia
MYS,512.5,1,1.3502191233634666,Malaysia
MYS,537.5,2,1.271398522895634,Malaysia
MYS,562.5,3,1.1971791659967996,Malaysia
MYS,587.5,5,1.1272924497604055,Malaysia
MYS,612.5,1,1.0614854512847638,Malaysia
MYS,637.5,2,0.9995200123345811,Malaysia
MYS,662.5,5,0.9411718774366139,Malaysia
MYS,687.5,1,0.8862298822897821,Malaysia
MYS,712.5,0,0.8344951895529507,Malaysia
MYS,737.5,1,0.7857805692443205,Malaysia
MYS,762.5,0,0.739909721148568,Malaysia
MYS,787.5,0,0.6967166367789449,Malaysia
MYS,812.5,0,0.6560449985858458,Malaysia
MYS,837.5,2,0.6177476142371073,Malaysia
MYS,862.5,0,0.5816858839229602,Malaysia
MYS,887.5,0,0.5477292987575467,Malaysia
MYS,912.5,0,0.5157549684619077,Malaysia
MYS,937.5,0,0.48564717661908263,Malaysia
MYS,962.5,0,0.45729696189151475,Malaysia
MYS,987.5,0,0.43060172368557365,Malaysia
MYS,1012.5,0,0.40546485083575745,Malaysia
MYS,1037.5,0,0.3817953719648995,Malaysia
MYS,1062.5,0,0.35950762625504057,Malaysia
MYS,1087.5,0,0.3385209534373662,Malaysia
MYS,1112.5,0,0.3187594018794294,Malaysia
MYS,1137.5,0,0.30015145371296204,Malaysia
MYS,1162.5,0,0.2826297660079268,Malaysia
MYS,1187.5,0,0.2661309270555228,Malaysia
GTM,62.5,3,7.0397593115879475,Guatemala
GTM,87.5,6,6.216495600871767,Guatemala
GTM,112.5,4,5.489508354645866,Guatemala
GTM,137.5,3,4.847538534653004,Guatemala
GTM,162.5,7,4.28064378935838,Guatemala
GTM,187.5,8,3.7800444741970765,Guatemala
GTM,212.5,9,3.337987678963016,Guatemala
GTM,237.5,9,2.9476271564967975,Guatemala
GTM,262.5,3,2.6029172930969366,Guatemala
GTM,287.5,2,2.298519478547378,Guatemala
GTM,312.5,0,2.0297194256894,Guatemala
GTM,337.5,2,1.792354159045238,Guatemala
GTM,362.5,0,1.5827475417473666,Guatemala
GTM,387.5,2,1.397653342262306,Guatemala
GTM,412.5,1,1.2342049591689137,Guatemala
GTM,437.5,0,1.0898710253656345,Guatemala
GTM,462.5,0,0.962416204137928,Guatemala
GTM,487.5,0,0.8498665699241928,Guatemala
GTM,512.5,1,0.7504790376235149,Guatemala
GTM,537.5,0,0.6627143669888809,Guatemala
GTM,562.5,0,0.5852133240179844,Guatemala
GTM,587.5,0,0.5167756301470287,Guatemala
GTM,612.5,0,0.4563413732283006,Guatemala
GTM,637.5,0,0.40297459239833566,Guatemala
GTM,662.5,0,0.35584878261160996,Guatemala
GTM,687.5,0,0.3142340943445773,Guatemala
GTM,712.5,0,0.27748603022855234,Guatemala
GTM,737.5,0,0.24503546355337316,Guatemala
GTM,762.5,0,0.21637982405587974,Guatemala
GTM,787.5,0,0.19107531448505896,Guatemala
GTM,812.5,0,0.16873003740004264,Guatemala
GTM,837.5,0,0.1489979257537611,Guatemala
GTM,862.5,0,0.13157338326362789,Guatemala
GTM,887.5,0,0.11618655156346298,Guatemala
GTM,912.5,0,0.10259913083758256,Guatemala
GTM,937.5,0,0.09060068921038947,Guatemala
GTM,962.5,0,0.08000540373378941,Guatemala
GTM,987.5,0,0.07064918249952455,Guatemala
GTM,1012.5,0,0.06238712330555804,Guatemala
GTM,1037.5,0,0.055091269518487355,Guatemala
GTM,1062.5,0,0.04864862837632566,Guatemala
GTM,1087.5,0,0.042959421040434126,Guatemala
GTM,1112.5,0,0.037935537295184805,Guatemala
GTM,1137.5,0,0.033499170962278224,Guatemala
GTM,1162.5,0,0.029581614896569637,Guatemala
GTM,1187.5,0,0.026122196900741964,Guatemala
